0	0.00012058507409448036
1	0.00010920833885255535
2	3.87072459123761e-05
3	0.0002993964165082353
4	0.000673383345192102
5	0.00018869044593818247
6	4.637495374951828e-05
7	0.03434657488989439
8	5.625632537384289e-05
9	8.933292202701808e-05
10	0.0002989509504805867
11	0.00016455424678587328
12	3.87072459123761e-05
13	0.00022717329762249019
14	6.743675559891052e-05
15	0.05313526699895231
16	0.0006687620987967516
17	0.0018901236342172448
18	3.87072459123761e-05
19	7.019933884868516e-05
20	0.0005151756865803648
21	3.87072459123761e-05
22	0.0001176467871992791
23	0.00015606819929857448
24	6.240861612659767e-05
25	3.87072459123761e-05
26	6.699783279540158e-05
27	0.0014897171011748855
28	4.693498195808636e-05
29	4.751340858475917e-05
30	6.255808827702113e-05
31	3.87072459123761e-05
32	5.416685861559117e-05
33	9.723624404175283e-05
34	0.00011667854786681505
35	6.0897200702321946e-05
36	0.00012284100130300146
37	0.00011017028336435681
38	0.000482167626586444
39	3.895284997344208e-05
40	4.9747491878339786e-05
41	4.9618895855350126e-05
42	0.0003675777542954223
43	4.693498195808636e-05
44	5.2224672927093056e-05
45	6.743675559891052e-05
46	9.460756145679898e-05
47	0.0033853665753427863
48	3.87072459123761e-05
49	0.0008661328520096698
50	6.510448254105103e-05
51	0.0003237458152712387
52	6.432542405470122e-05
53	0.00043060802668521596
54	0.00012352607739353006
55	3.87072459123761e-05
56	7.718455503660045e-05
57	3.87072459123761e-05
58	8.034766157684098e-05
59	3.87072459123761e-05
60	8.310416273329745e-05
61	0.010038376461348352
62	0.0004963731358109815
63	8.845958254852952e-05
64	8.754927239711601e-05
65	0.00041640082585467597
66	3.87072459123761e-05
67	4.273788926962473e-05
68	7.176253907328298e-05
69	0.0006071386785678997
70	0.00010999519893602947
71	0.00012057167559782612
72	7.93949494648756e-05
73	6.931616767546673e-05
74	6.743922795100503e-05
75	6.105637175909124e-05
76	3.87072459123761e-05
77	0.0026500892968149077
78	0.00011491355637873328
79	0.004390239408147984
80	9.193970287839016e-05
81	0.00017187412626828123
82	0.002750829354459931
83	0.0006145904320621701
84	3.87072459123761e-05
85	0.00011546400664662098
86	3.87072459123761e-05
87	9.828533881706288e-05
88	5.516271800379662e-05
89	0.00022204025980351893
90	3.87072459123761e-05
91	0.00011663909489074925
92	9.458326740045308e-05
93	9.426328256286685e-05
94	7.580775590337966e-05
95	0.00013053250382665492
96	5.172706954820619e-05
97	7.100686907244021e-05
98	3.87072459123761e-05
99	5.129445404200746e-05
100	6.20881494963516e-05
101	0.007669023015889672
102	6.743675559891052e-05
103	6.508301050612654e-05
104	3.87072459123761e-05
105	7.116198168615749e-05
106	0.0016859719760117648
107	0.0013976851973400916
108	4.007853525332781e-05
109	0.0008573245527810194
110	3.87072459123761e-05
111	4.112191648109226e-05
112	3.87072459123761e-05
113	5.857173655647577e-05
114	0.00013072622686191013
115	0.00027331515091088036
116	0.00012501743262533296
