5315	5315	0.0
8631	7490	2.6128228671749025e-08
8631	8748	6.401416024578512e-08
8631	298	8.709409557249676e-08
8631	4966	2.6128228671749025e-08
8631	4869	2.4821817238161573e-07
8631	3073	2.6944735817741184e-08
8631	3896	5.8788514511435306e-08
8631	4369	2.6944735817741184e-08
8631	8797	9.09588960635263e-08
8631	8069	2.6944735817741184e-08
8631	7642	2.874105153892393e-08
8631	4287	2.874105153892393e-08
8631	7270	2.6128228671749025e-08
8631	6806	2.6128228671749025e-08
8631	8758	4.0008850153615695e-08
8631	2247	2.6944735817741184e-08
8631	346	2.6944735817741184e-08
8631	5720	2.6128228671749025e-08
8631	6441	2.6944735817741184e-08
8631	9173	1.4414072817248215e-07
8631	7074	2.6128228671749025e-08
8631	8631	0.0
8631	9620	4.436355493224053e-08
8631	6487	9.662001227573858e-08
8631	8460	5.8788514511435306e-08
8631	7774	2.6944735817741184e-08
8631	7860	4.171015413417389e-06
8631	7959	7.920119316123923e-08
8631	3673	2.874105153892393e-08
8631	3100	4.26216730207906e-08
8631	9190	4.3933527835351326e-07
8631	7181	2.6944735817741184e-08
8631	5520	5.3072964489490206e-08
8631	5155	2.6128228671749025e-08
8631	2808	2.6944735817741184e-08
8631	7487	6.613707882536472e-08
8631	9142	7.631051043801913e-06
8631	9649	5.225645734349805e-08
8631	3252	2.9557558684916086e-08
8631	3282	2.6944735817741184e-08
8631	4103	3.826696824216576e-08
8631	762	3.048293345037387e-08
8631	5535	2.874105153892393e-08
8631	8254	5.225645734349805e-08
8631	1741	2.6128228671749025e-08
8631	2135	6.532057167937257e-08
8631	7588	3.309575631754876e-08
8631	7307	2.6944735817741184e-08
8631	4207	5.225645734349805e-08
8631	9204	5.394390544521517e-08
8631	6169	2.6944735817741184e-08
8631	6301	2.6128228671749025e-08
8631	9042	3.657952014044863e-08
8631	8896	1.4239884626103218e-07
8631	9364	7.049178360398956e-08
8631	6564	2.6128228671749025e-08
8631	6995	2.6128228671749025e-08
8631	7700	6.532057167937257e-08
8631	4386	3.5654145374990855e-08
8631	8654	1.3232859146046224e-07
8631	1806	7.838468601524708e-08
8631	4518	2.6944735817741184e-08
8631	9970	2.874105153892393e-08
8631	1408	4.354704778624837e-08
8631	6932	2.6128228671749025e-08
8631	5181	3.309575631754876e-08
8631	1398	2.6128228671749025e-08
8631	5150	2.6944735817741184e-08
8631	9377	3.1353874406098826e-08
8631	5180	1.575858791764863e-07
8631	206	2.6944735817741184e-08
8631	8863	7.446545171448471e-08
8631	5655	1.4370525769461965e-07
8631	4911	2.6128228671749025e-08
7126	8632	5.225645734349805e-08
7126	61	2.6128228671749025e-08
8632	1274	1.07125737554171e-06
1989	6771	7.211391113402731e-06
1989	8646	3.0918403928236347e-07
6447	8633	5.120875985995017e-05
8633	15	4.1256917934584154e-06
172	8634	1.3123213900727277e-06
172	8682	1.0643080296761563e-05
172	8967	4.7281306479058064e-05
172	8713	2.403370729339527e-05
172	9267	2.2681790889808795e-06
8634	6350	1.933488921709428e-06
8634	1181	3.13287985366924e-05
8634	758	1.672206634991938e-06
8634	1468	1.9357190590809564e-05
8634	399	2.271828746319156e-06
8634	172	7.229158261169175e-05
8634	1864	2.07240400414756e-06
8634	2455	3.716719791866877e-06
8634	2115	2.271828746319156e-06
8635	8636	1.6245496796281732e-06
8635	2211	3.048293345037387e-08
8635	6067	2.6128228671749025e-08
8635	2741	2.6128228671749025e-08
8635	1785	2.6128228671749025e-08
8635	5266	2.6128228671749025e-08
8635	6451	6.532057167937257e-08
8635	682	2.6128228671749025e-08
8635	3581	3.048293345037387e-08
8635	176	3.172713481569524e-08
8635	2061	2.6128228671749025e-08
8635	566	2.6128228671749025e-08
8635	4544	2.986083276771317e-08
8635	2117	2.6128228671749025e-08
8635	2330	2.1430172170194153e-07
8635	9132	2.9394257255717653e-08
8635	5827	2.6128228671749025e-08
8635	9149	2.1451778205441943e-06
8635	737	2.6128228671749025e-08
8635	1395	2.6128228671749025e-08
8635	1051	2.6128228671749025e-08
